# spin p0 e0 inclination pos Edot_tot Ldot_tot Qdot_tot Edot_hor Edot_inf Ldot_hor Ldot_inf Qdot_hor Qdot_inf elapsed  iu iw iz
9.9943765867480960e-01 1.4954030949391914e+00 3.5000000000000003e-01 1.0000000000000000e+00 2.0350000000000000e+03 7.9263328130598165e-02 1.9144326812613099e-01 -3.1516260823616884e-16 -8.3575509196209714e-03 8.7620879050217565e-02 -2.0120473847843268e-02 2.1156374197397082e-01 3.3129247757229596e-17 -3.4829185599339355e-16 1.8538102797586471e+03 2 7 1
9.9996837722339826e-01 1.4273296666611612e+00 3.5000000000000003e-01 1.0000000000000000e+00 2.0270000000000000e+03 6.4984159926008506e-02 1.5026929254275795e-01 3.7874207155728516e-17 -7.2247148200668713e-03 7.2208874746074597e-02 -1.6680158719387307e-02 1.6694945126214233e-01 -4.1990606100309865e-18 4.2073267765758927e-17 3.4001463325470686e+03 2 7 2
9.9999822172058994e-01 1.4112347758468946e+00 3.5000000000000003e-01 1.0000000000000000e+00 2.0370000000000000e+03 5.8862962811345641e-02 1.3445319540803258e-01 -1.5298723328738911e-16 -6.6115013352341812e-03 6.5474464146576927e-02 -1.5084144171113279e-02 1.4953733957914117e-01 1.7160020594755120e-17 -1.7014725388213651e-16 4.7693021368561313e+03 2 7 3
9.9999990000000005e-01 1.4074198789204411e+00 3.5000000000000003e-01 1.0000000000000000e+00 2.0470000000000000e+03 5.7120943127430213e-02 1.3005287529347659e-01 1.6194142064228725e-17 -6.4280709339548893e-03 6.3549014061381290e-02 -1.4620017325583826e-02 1.4467289261905508e-01 -1.8189775000962248e-18 1.8013119564324640e-17 5.0365193128380924e+03 2 7 4
9.9999999437658671e-01 1.4065153122568941e+00 3.5000000000000003e-01 1.0000000000000000e+00 2.0570000000000000e+03 5.6686760327243249e-02 1.2896185176830482e-01 -1.7181170055776222e-16 -6.3819665410319859e-03 6.3068726868272793e-02 -1.4504124562559685e-02 1.4346597633086008e-01 1.9323375649662027e-17 -1.9113507620741831e-16 5.7912794283535331e+03 2 7 5
9.9999999968377229e-01 1.4063008104510182e+00 3.5000000000000003e-01 1.0000000000000000e+00 2.0310000000000000e+03 5.6582559396021526e-02 1.2870037999375236e-01 3.4495209359405284e-18 -6.3708283982847561e-03 6.2953387794302790e-02 -1.4476119865977886e-02 1.4317649985972533e-01 -3.8512816700386289e-19 3.8346491029442253e-18 6.2970746609680355e+03 2 7 6
9.9999999998221722e-01 1.4062499444034862e+00 3.5000000000000003e-01 1.0000000000000000e+00 2.0410000000000000e+03 5.6557779269542474e-02 1.2863820599382358e-01 2.5116699506685369e-17 -6.3681860283249878e-03 6.2925965297864137e-02 -1.4469488231815450e-02 1.4310769422563230e-01 -2.8280427014970519e-18 2.7944742208180944e-17 7.2394315404882655e+03 2 7 7
9.9999999999900002e-01 1.4062378818877830e+00 3.5000000000000003e-01 1.0000000000000000e+00 2.0510000000000000e+03 5.6551873122383974e-02 1.2862335814493447e-01 -1.5191160594938332e-16 -6.3675882031876910e-03 6.2919461325568748e-02 -1.4468024817002562e-02 1.4309138296193441e-01 1.7091853238853472e-17 -1.6900345918823218e-16 7.2083650430943817e+03 2 7 8
9.8999999999999999e-01 1.8384193681229692e+00 4.0000000000000002e-01 1.0000000000000000e+00 2.1240000000000000e+03 8.0195965677177433e-02 2.2525057549782407e-01 -4.6454258742475931e-16 -6.2971562305600814e-03 8.6493121907737669e-02 -1.7522456012715223e-02 2.4277303151053833e-01 3.6111169091863457e-17 -5.0065375651662402e-16 7.0984435786772519e+02 2 8 0
9.9943765867480960e-01 1.5446162244444142e+00 4.0000000000000002e-01 1.0000000000000000e+00 2.1430000000000000e+03 7.8977895750982699e-02 1.9017094216875069e-01 -3.3781145377664979e-16 -8.0154620363001357e-03 8.6993357787282927e-02 -1.9214767343906515e-02 2.0938570951265545e-01 3.4132283388832923e-17 -3.7194373716547959e-16 2.0165580889685079e+03 2 8 1
9.9996837722339826e-01 1.4770919836191942e+00 4.0000000000000002e-01 1.0000000000000000e+00 2.1080000000000000e+03 6.4880481976017382e-02 1.4982165821655102e-01 1.5192909355182643e-16 -6.9288570790855672e-03 7.1809339055100285e-02 -1.5953880614500558e-02 1.6577553883104806e-01 -1.6173850257632225e-17 1.6810294380945427e-16 3.6963210466802120e+03 2 8 2
9.9999822172058994e-01 1.4611751314555532e+00 4.0000000000000002e-01 1.0000000000000000e+00 2.1180000000000000e+03 5.8857846100651000e-02 1.3430928406127574e-01 1.8832046113822079e-16 -6.3441532296378529e-03 6.5201999330286128e-02 -1.4442160507772838e-02 1.4875144456904291e-01 -2.0260074113437430e-17 2.0858053525165223e-16 5.2610161557439715e+03 2 8 3
9.9999990000000005e-01 1.4574055441959308e+00 4.0000000000000002e-01 1.0000000000000000e+00 2.1280000000000000e+03 5.7142386344579452e-02 1.2998689004260203e-01 1.0276339197941979e-16 -6.1699860969132020e-03 6.3312372441490378e-02 -1.4003732783469808e-02 1.4399062282606581e-01 -1.1067801128242754e-17 1.1383119310765532e-16 5.6025046334555373e+03 2 8 4
9.9999999437658671e-01 1.4565119021432613e+00 4.0000000000000002e-01 1.0000000000000000e+00 2.1380000000000000e+03 5.6714998051550725e-02 1.2891547612067683e-01 -1.1106147656317616e-16 -6.1261155968083039e-03 6.2841113648354513e-02 -1.3893916655878675e-02 1.4280939277654833e-01 1.1975749538984483e-17 -1.2303722610215401e-16 6.1859765664665028e+03 2 8 5
9.9999999968377229e-01 1.4563000011519338e+00 4.0000000000000002e-01 1.0000000000000000e+00 2.1120000000000000e+03 5.6612398395217894e-02 1.2865856133364759e-01 -1.6798065237881891e-16 -6.1155662431547336e-03 6.2727964638370326e-02 -1.3867555000556614e-02 1.4252611633420167e-01 1.8111935837581854e-17 -1.8609258821639356e-16 7.4548576472913846e+03 2 8 6
9.9999999998221722e-01 1.4562497522997022e+00 4.0000000000000002e-01 1.0000000000000000e+00 2.1220000000000000e+03 5.6587992851922744e-02 1.2859742961478632e-01 7.3098037843266416e-17 -6.1130793934383188e-03 6.2701072245359632e-02 -1.3861368313166606e-02 1.4245879792794963e-01 -7.8761498536608828e-18 8.0974187696924258e-17 7.6790721435854211e+03 2 8 7
9.9999999999900002e-01 1.4562378365970121e+00 4.0000000000000002e-01 1.0000000000000000e+00 2.1320000000000000e+03 5.6582206105604049e-02 1.2858295131136616e-01 -1.5874313014365524e-16 -6.1124834618021418e-03 6.2694689567404399e-02 -1.3859879490676338e-02 1.4244283080203651e-01 1.7107824819507561e-17 -1.7585095496316021e-16 7.7662755121672526e+03 2 8 8
9.8999999999999999e-01 1.5878500812760041e+00 0.0000000000000000e+00 1.0000000000000000e+00 2.1960000000000000e+03 7.7313864227656098e-02 2.3123406816982670e-01 0.0000000000000000e+00 -7.0689477904832838e-03 8.4382812018139533e-02 -2.1142153113190898e-02 2.5237622128301745e-01 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 3 0 0
9.9943765867480960e-01 1.2799435883928909e+00 0.0000000000000000e+00 1.0000000000000000e+00 2.2060000000000000e+03 8.8226763914063755e-02 2.1593470593748140e-01 0.0000000000000000e+00 -1.1342430946072098e-02 9.9569194860135976e-02 -2.7760561334221754e-02 2.4369526727170318e-01 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 3 0 1
9.9996837722339826e-01 1.1857850757292876e+00 0.0000000000000000e+00 1.0000000000000000e+00 2.2070000000000000e+03 7.9666601581252439e-02 1.8253325839175324e-01 0.0000000000000000e+00 -1.1174492651394391e-02 9.0841094232646830e-02 -2.5603157584843102e-02 2.0813641597659607e-01 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 3 0 2
9.9999822172058994e-01 1.1529092512038321e+00 0.0000000000000000e+00 1.0000000000000000e+00 2.2170000000000000e+03 7.3514734262790982e-02 1.6451998570916226e-01 0.0000000000000000e+00 -1.0573926294165880e-02 8.4088660556956754e-02 -2.3663585541740917e-02 1.8818357125090310e-01 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 3 0 3
9.9999990000000005e-01 1.1407678024542924e+00 0.0000000000000000e+00 1.0000000000000000e+00 2.1910000000000000e+03 7.0664742029716787e-02 1.5676384458256887e-01 0.0000000000000000e+00 -1.0250837569526251e-02 8.0915579599242823e-02 -2.2740629363857234e-02 1.7950447394642591e-01 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 3 0 4
9.9999999437658671e-01 1.1361819635028136e+00 0.0000000000000000e+00 1.0000000000000000e+00 2.2010000000000000e+03 6.9495196983488758e-02 1.5365924671838677e-01 0.0000000000000000e+00 -1.0112901068756610e-02 7.9608098052245446e-02 -2.2360405147594672e-02 1.7601965186598167e-01 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 3 0 5
9.9999999968377229e-01 1.1344346506577712e+00 0.0000000000000000e+00 1.0000000000000000e+00 2.2110000000000000e+03 6.9035368031431149e-02 1.5244973711653259e-01 0.0000000000000000e+00 -1.0057962398826637e-02 7.9093330430257708e-02 -2.2210843041076865e-02 1.7466058015760960e-01 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 3 0 6
9.9999999998221722e-01 1.1337666293481650e+00 0.0000000000000000e+00 1.0000000000000000e+00 2.2210000000000000e+03 6.8857451778577855e-02 1.5198336925566952e-01 0.0000000000000000e+00 -1.0036606747693048e-02 7.8894058526270822e-02 -2.2152973570874111e-02 1.7413634282654361e-01 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 3 0 7
9.9999999999900002e-01 1.1335108940175835e+00 0.0000000000000000e+00 1.0000000000000000e+00 2.2040000000000000e+03 6.8789028250328330e-02 1.5180424803842310e-01 0.0000000000000000e+00 -1.0028379528211446e-02 7.8817407778539780e-02 -2.2130718401546644e-02 1.7393496643996975e-01 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 3 0 8
9.8999999999999999e-01 1.6155130849474801e+00 5.0000000000000003e-02 1.0000000000000000e+00 2.2680000000000000e+03 7.5095750439173672e-02 2.2744090104642140e-01 -4.3784361891199685e-16 -6.7734890440494045e-03 8.1869239483223180e-02 -2.0508137621808815e-02 2.4794903866822979e-01 3.9479475145094273e-17 -4.7732309405708833e-16 1.5462174289580435e+02 3 1 0
9.9943765867480960e-01 1.3064481651402906e+00 5.0000000000000003e-02 1.0000000000000000e+00 2.3140000000000000e+03 8.7960599675366222e-02 2.1831854089534969e-01 -1.2589818587886628e-16 -1.1100682968775751e-02 9.9061282644140936e-02 -2.7553181036002627e-02 2.4587172193135293e-01 1.5889258828501285e-17 -1.4178744470736650e-16 4.3536753753107041e+02 3 1 1
9.9996837722339826e-01 1.2176683311360250e+00 5.0000000000000003e-02 1.0000000000000000e+00 2.2790000000000000e+03 8.1829461867032743e-02 1.9091416900340788e-01 8.4782922461904722e-17 -1.1199758005576130e-02 9.3029219872608065e-02 -2.6134056829175602e-02 2.1704822583258163e-01 -1.1605852647445226e-17 9.6388775109349123e-17 7.1720937408041209e+02 3 1 2
9.9999822172058994e-01 1.1921398570382513e+00 5.0000000000000003e-02 1.0000000000000000e+00 2.2890000000000000e+03 7.8023013878561906e-02 1.7873355561783061e-01 -1.8614716258886675e-16 -1.0889848506635377e-02 8.8912862385197203e-02 -2.4951110748473494e-02 2.0368466636630259e-01 2.5987460843465108e-17 -2.1213462343233085e-16 8.5482687891647220e+02 3 1 3
9.9999990000000005e-01 1.1854866044468892e+00 5.0000000000000003e-02 1.0000000000000000e+00 2.2990000000000000e+03 7.6820735691731867e-02 1.7513395639878304e-01 -1.6032249097418635e-16 -1.0772505841810864e-02 8.7593241533541824e-02 -2.4563895363300878e-02 1.9969785176208288e-01 2.2487448599424954e-17 -1.8280993957361121e-16 9.8357893544062972e+02 3 1 4
9.9999999437658671e-01 1.1838614319483844e+00 5.0000000000000003e-02 1.0000000000000000e+00 2.2730000000000000e+03 7.6512270347752334e-02 1.7422505589059165e-01 -5.5674870544551261e-17 -1.0741258402019085e-02 8.7253528749770978e-02 -2.4463818993920080e-02 1.9868887488450968e-01 7.8170975017363694e-18 -6.3491968046286917e-17 9.2000714316032827e+02 3 1 5
9.9999999968377229e-01 1.1834730947645680e+00 5.0000000000000003e-02 1.0000000000000000e+00 2.2830000000000000e+03 7.6437675086032747e-02 1.7400609873985157e-01 -2.2713072397791426e-16 -1.0733636802029657e-02 8.7171311888062222e-02 -2.4439577492931071e-02 1.9844567623278295e-01 3.1900073930993686e-17 -2.5903079790890575e-16 9.3865516285132617e+02 3 1 6
9.9999999998221722e-01 1.1833808354975295e+00 5.0000000000000003e-02 1.0000000000000000e+00 2.2930000000000000e+03 7.6419905602400001e-02 1.7395398637411671e-01 3.2597298118449255e-16 -1.0731817242199843e-02 8.7151722844599988e-02 -2.4433799579937226e-02 1.9838778595405376e-01 -4.5786089116028485e-17 3.7175907030051964e-16 9.4706184913031757e+02 3 1 7
9.9999999999900002e-01 1.1833589469596602e+00 5.0000000000000003e-02 1.0000000000000000e+00 2.3030000000000000e+03 7.6415684759299066e-02 1.7394161187775453e-01 8.9525868086781947e-17 -1.0731385058034086e-02 8.7147069817332598e-02 -2.4432427726254185e-02 1.9837403960400668e-01 -1.2573627228364199e-17 1.0209949531514606e-16 9.6232015501894057e+02 3 1 8
9.8999999999999999e-01 1.6489837061961103e+00 1.0000000000000001e-01 1.0000000000000000e+00 2.3760000000000000e+03 7.3359956868126713e-02 2.2385856287094086e-01 2.3140470988725300e-16 -6.4978527098678131e-03 7.9857809577994751e-02 -1.9801446380699233e-02 2.4366000925164061e-01 -2.0472843629833409e-17 2.5187755351708552e-16 2.4620126309711486e+02 3 2 0
9.9943765867480960e-01 1.3428948789425255e+00 1.0000000000000001e-01 1.0000000000000000e+00 2.3680000000000000e+03 8.6892875647965231e-02 2.1849289445849610e-01 -1.9853959881717407e-17 -1.0652676100463322e-02 9.7545551748428078e-02 -2.6785812548123789e-02 2.4527870700661986e-01 2.4338133052014484e-18 -2.2287773186918698e-17 6.4317110415827483e+02 3 2 1
9.9996837722339826e-01 1.2613264085993583e+00 1.0000000000000001e-01 1.0000000000000000e+00 2.3690000000000000e+03 8.2271030129163564e-02 1.9552087825613193e-01 -2.6048613700186996e-16 -1.0851426538386898e-02 9.3122456667550577e-02 -2.5798752455306599e-02 2.2131963071144006e-01 3.4370842778983390e-17 -2.9485697978084988e-16 9.5210971799027175e+02 3 2 2
9.9999822172058994e-01 1.2401666444567856e+00 1.0000000000000001e-01 1.0000000000000000e+00 2.3790000000000000e+03 7.9564870727809864e-02 1.8623009101303439e-01 3.4847804615980593e-16 -1.0663024752785093e-02 9.0227895480594358e-02 -2.4970164028432246e-02 2.1120025504146725e-01 -4.6723588771389765e-17 3.9520163493119421e-16 1.1279744532871991e+03 3 2 3
9.9999990000000005e-01 1.2349798944470569e+00 1.0000000000000001e-01 1.0000000000000000e+00 2.3530000000000000e+03 7.8765499300884903e-02 1.8366061408731177e-01 -2.0390424247652899e-16 -1.0593873079564289e-02 8.9359372380449290e-02 -2.4714901386358047e-02 2.0837551547366884e-01 2.7439052570474744e-17 -2.3134329504699794e-16 1.1946686089346185e+03 3 2 4
9.9999999437658671e-01 1.2337388319400022e+00 1.0000000000000001e-01 1.0000000000000000e+00 2.3630000000000000e+03 7.8565322641505717e-02 1.8302676103351365e-01 -1.3936532055992495e-16 -1.0575805791729391e-02 8.9141128433234795e-02 -2.4650405420346192e-02 2.0767716645385964e-01 1.8768769217195926e-17 -1.5813408977711990e-16 1.2853803015556186e+03 3 2 5
9.9999999968377229e-01 1.2334438806082506e+00 1.0000000000000001e-01 1.0000000000000000e+00 2.3730000000000000e+03 7.8517221784965313e-02 1.8287499224574932e-01 -2.6681051233607302e-16 -1.0571422652968707e-02 8.9088644437933212e-02 -2.4634877167485466e-02 2.0750986941323457e-01 3.5942963609742387e-17 -3.0275347594581499e-16 1.4303954149475321e+03 3 2 6
9.9999999998221722e-01 1.2333738997934267e+00 1.0000000000000001e-01 1.0000000000000000e+00 2.3830000000000000e+03 7.8505779258619818e-02 1.8283891911138850e-01 1.1696958660428246e-17 -1.0570377629039006e-02 8.9076156887658783e-02 -2.4631181537846963e-02 2.0747010064923432e-01 -1.5720650002371610e-18 1.3269023660665359e-17 1.3968655358357355e+03 3 2 7
9.9999999999900002e-01 1.2333573029449221e+00 1.0000000000000001e-01 1.0000000000000000e+00 2.3930000000000000e+03 7.8503064488481725e-02 1.8283036178453108e-01 2.6674428621547786e-16 -1.0570129512034208e-02 8.9073194000516359e-02 -2.4630304457645334e-02 2.0746066624217513e-01 -3.5936143325861202e-17 3.0268042954133748e-16 1.4059752769898623e+03 3 2 8
9.8999999999999999e-01 1.6869367882660318e+00 1.5000000000000002e-01 1.0000000000000000e+00 2.4660000000000000e+03 7.2031578331878482e-02 2.2047068440364490e-01 -2.6173750939009534e-16 -6.2464930772818767e-03 7.8278071409160016e-02 -1.9060024666937143e-02 2.3953070907058133e-01 2.2619053707164445e-17 -2.8435656309725766e-16 2.6611017179023474e+02 3 3 0
9.9943765867480960e-01 1.3846628588213123e+00 1.5000000000000002e-01 1.0000000000000000e+00 2.4400000000000000e+03 8.5576186334808207e-02 2.1734916201762888e-01 -5.6887675789230544e-16 -1.0134546234389395e-02 9.5710732569197460e-02 -2.5728193302466791e-02 2.4307735532009622e-01 6.7341514319510796e-17 -6.3621827221181790e-16 7.3184035645239055e+02 3 3 1
9.9996837722339826e-01 1.3082731571674782e+00 1.5000000000000002e-01 1.0000000000000000e+00 2.4590000000000000e+03 8.1775026307155607e-02 1.9712437163318350e-01 3.1384781894486665e-16 -1.0349279825325186e-02 9.2124306132479766e-02 -2.4955166204666059e-02 2.2207953783784815e-01 -3.9733276665882997e-17 3.5358109561074678e-16 1.1305611990457401e+03 3 3 2
9.9999822172058994e-01 1.2893328040139465e+00 1.5000000000000002e-01 1.0000000000000000e+00 2.4600000000000000e+03 7.9581469179178480e-02 1.8923390164548456e-01 -1.1937800562507735e-16 -1.0211506521276382e-02 8.9792975700454858e-02 -2.4293730205048797e-02 2.1352763185053172e-01 1.5323403313482939e-17 -1.3470140893855934e-16 1.2528149368762970e+03 3 3 3
9.9999990000000005e-01 1.2847747661225943e+00 1.5000000000000002e-01 1.0000000000000000e+00 2.4340000000000000e+03 7.8945549946046550e-02 1.8709205339896071e-01 -8.3085562163170182e-17 -1.0160866507393129e-02 8.9106416453438614e-02 -2.4093342118756439e-02 2.1118539551771431e-01 1.0699593264165780e-17 -9.3785155427334705e-17 1.4225002793446183e+03 3 3 4
9.9999999437658671e-01 1.2836897526752071e+00 1.5000000000000002e-01 1.0000000000000000e+00 2.4440000000000000e+03 7.8787221966821849e-02 1.8656659307757562e-01 1.9607379998842088e-16 -1.0147676179482128e-02 8.8934898146303995e-02 -2.4042985047506432e-02 2.1060957812507564e-01 -2.5271980452011015e-17 2.2134578044043205e-16 1.3475009538503364e+03 3 3 5
9.9999999968377229e-01 1.2834322173063302e+00 1.5000000000000002e-01 1.0000000000000000e+00 2.4540000000000000e+03 7.8749243936413735e-02 1.8644097830976164e-01 -2.7230164883638540e-16 -1.0144479082541439e-02 8.8893723018954568e-02 -2.4030877716177724e-02 2.1047185602593807e-01 3.5098960389379347e-17 -3.0740060922576454e-16 1.5406929302830249e+03 3 3 6
9.9999999998221722e-01 1.2833711325013080e+00 1.5000000000000002e-01 1.0000000000000000e+00 2.4640000000000000e+03 7.8740211940794641e-02 1.8641112981775654e-01 1.1059932082308740e-17 -1.0143717002318364e-02 8.8883928943112575e-02 -2.4027997202454278e-02 2.1043912702020842e-01 -1.4217857567946285e-18 1.2481717839103370e-17 1.7929117853362113e+03 3 3 7
9.9999999999900002e-01 1.2833566465693067e+00 1.5000000000000002e-01 1.0000000000000000e+00 2.4740000000000000e+03 7.8738068384308010e-02 1.8640404772394190e-01 -1.7198333909253931e-16 -1.0143536060387363e-02 8.8881604444695173e-02 -2.4027313593718728e-02 2.1043136131765658e-01 2.2171041857492405e-17 -1.9415438095002959e-16 2.0284371103225276e+03 3 3 8
9.8999999999999999e-01 1.7283423736771393e+00 2.0000000000000001e-01 1.0000000000000000e+00 2.5110000000000000e+03 7.1048220541405235e-02 2.1727148655302195e-01 -4.9160300604050777e-17 -6.0210614286035340e-03 7.7069281970008452e-02 -1.8314571539351867e-02 2.3558605809237221e-01 4.1224709852223601e-18 -5.3282771589273175e-17 3.2095872630085796e+02 3 4 0
9.9943765867480960e-01 1.4294483499810584e+00 2.0000000000000001e-01 1.0000000000000000e+00 2.5570000000000000e+03 8.4325692965493998e-02 2.1556407370156411e-01 -2.1018342350393044e-16 -9.6225919241928297e-03 9.3948284889685443e-02 -2.4563311804975625e-02 2.4012738550653953e-01 2.3953248083707018e-17 -2.3413667158763124e-16 8.1291384591069072e+02 3 4 1
9.9996837722339826e-01 1.3565529649436574e+00 2.0000000000000001e-01 1.0000000000000000e+00 2.5130000000000000e+03 8.1005695255550694e-02 1.9716708962511009e-01 -2.9084695299891295e-16 -9.8238106021356197e-03 9.0829505857686274e-02 -2.3904200245702036e-02 2.2107128987080826e-01 3.5264290074066560e-17 -3.2611124307297749e-16 1.2000651330491528e+03 3 4 2
9.9999822172058994e-01 1.3388850215091286e+00 2.0000000000000001e-01 1.0000000000000000e+00 2.5230000000000000e+03 7.9098131828988241e-02 1.9009649704721476e-01 -3.2011589924357352e-16 -9.7112997345041637e-03 8.8809431563491539e-02 -2.3339419610132028e-02 2.1343591665734227e-01 3.9302795939233701e-17 -3.5941869518280764e-16 1.5029934700280428e+03 3 4 3
9.9999990000000005e-01 1.3346660801028847e+00 2.0000000000000001e-01 1.0000000000000000e+00 2.5330000000000000e+03 7.8549202683479036e-02 1.8819063572456360e-01 -3.5173514955743716e-16 -9.6700026041132963e-03 8.8219205287591543e-02 -2.3169641225212007e-02 2.1136027694977352e-01 4.3304722564709498e-17 -3.9503987212214202e-16 1.5612366125090048e+03 3 4 4
9.9999999437658671e-01 1.3336638346894079e+00 2.0000000000000001e-01 1.0000000000000000e+00 2.5430000000000000e+03 7.8412849008647548e-02 1.8772404537557813e-01 -3.8569834216030509e-16 -9.6592636658537744e-03 8.8072112674500283e-02 -2.3127076778575555e-02 2.1085112215414992e-01 4.7516303164610789e-17 -4.3321464532491134e-16 1.5023400400914252e+03 3 4 5
9.9999999968377229e-01 1.3334260630170445e+00 2.0000000000000001e-01 1.0000000000000000e+00 2.5170000000000000e+03 7.8380148600385599e-02 1.8761253077326751e-01 -2.5680067366187115e-16 -9.6566619252009597e-03 8.8036810525586762e-02 -2.3116849067352972e-02 2.1072937984061682e-01 3.1642381963751521e-17 -2.8844305562562394e-16 1.5529339984310791e+03 3 4 6
9.9999999998221722e-01 1.3333696728363800e+00 2.0000000000000001e-01 1.0000000000000000e+00 2.5270000000000000e+03 7.8372374428878483e-02 1.8758604055182712e-01 3.9912251972071884e-16 -9.6560418281167529e-03 8.8028416256993758e-02 -2.3114416093580052e-02 2.1070045664540568e-01 -4.9180241902853648e-17 4.4830276162356025e-16 1.6089917629258707e+03 3 4 7
9.9999999999900002e-01 1.3333563002398143e+00 2.0000000000000001e-01 1.0000000000000000e+00 2.5370000000000000e+03 7.8370529415399570e-02 1.8757975484490957e-01 -2.7415575465349800e-16 -9.6558945921371101e-03 8.8026424007536200e-02 -2.3113838685905753e-02 2.1069359353081216e-01 3.3782082955280839e-17 -3.0793783760877206e-16 1.6688797843409702e+03 3 4 8
9.8999999999999999e-01 1.7724208011295348e+00 2.5000000000000000e-01 1.0000000000000000e+00 2.5920000000000000e+03 7.0343794487841810e-02 2.1423330645133046e-01 3.3369641897421190e-16 -5.8192646325071215e-03 7.6163059120348528e-02 -1.7583998786862527e-02 2.3181730523819427e-01 -2.7359047560211329e-17 3.6105546653442343e-16 4.1987377383001149e+02 3 5 0
9.9943765867480960e-01 1.4760721885427586e+00 2.5000000000000000e-01 1.0000000000000000e+00 2.6290000000000000e+03 8.3272284668624200e-02 2.1352158993833459e-01 -5.3195548186896738e-16 -9.1496570789426843e-03 9.2421941747566391e-02 -2.3393432220860561e-02 2.3691502215919555e-01 5.8269361001270788e-17 -5.9022484287023823e-16 8.6610042216721922e+02 3 5 1
9.9996837722339826e-01 1.4055075888022088e+00 2.5000000000000000e-01 1.0000000000000000e+00 2.5940000000000000e+03 8.0262782485549175e-02 1.9645500407320268e-01 0.0000000000000000e+00 -9.3289661154290441e-03 8.9591748600977031e-02 -2.2802343034078507e-02 2.1925734710728159e-01 0.0000000000000000e+00 0.0000000000000000e+00 1.3334637782340869e+03 3 5 2
9.9999822172058994e-01 1.3886189871297698e+00 2.5000000000000000e-01 1.0000000000000000e+00 2.6040000000000000e+03 7.8534538102674023e-02 1.8993126223089576e-01 2.2100735979782360e-16 -9.2305717880060874e-03 8.7765109890678511e-02 -2.2301446757240103e-02 2.1223270898813321e-01 -2.5956459735571923e-17 2.4696381953338993e-16 1.6564750633202493e+03 3 5 3
9.9999990000000005e-01 1.3846018943389740e+00 2.5000000000000000e-01 1.0000000000000000e+00 2.6140000000000000e+03 7.8038831836867065e-02 1.8817762225858078e-01 2.4455724206110301e-17 -9.1947183933812678e-03 8.7233550230248119e-02 -2.2151662062183147e-02 2.1032928432076037e-01 -2.8770194379749962e-18 2.7332743644085114e-17 1.6016001786524430e+03 3 5 4
9.9999999437658671e-01 1.3836485508885223e+00 2.5000000000000000e-01 1.0000000000000000e+00 2.6240000000000000e+03 7.7915815304503422e-02 1.8774862099290490e-01 2.0844284186794484e-16 -9.1854120779928591e-03 8.7101227382496579e-02 -2.2114162513847024e-02 2.0986278350674750e-01 -2.4551652393175662e-17 2.3299449426111644e-16 1.6660940300524235e+03 3 5 5
9.9999999968377229e-01 1.3834224350870761e+00 2.5000000000000000e-01 1.0000000000000000e+00 2.5980000000000000e+03 7.7886321424088953e-02 1.8764611333644765e-01 -7.6254282040860828e-17 -9.1831584274386594e-03 8.7069479851527881e-02 -2.2105154926309184e-02 2.0975126826275386e-01 8.9864719623880832e-18 -8.5240754003247812e-17 2.1504669172698632e+03 3 5 6
9.9999999998221722e-01 1.3833688121847116e+00 2.5000000000000000e-01 1.0000000000000000e+00 2.6080000000000000e+03 7.7879311615276656e-02 1.8762176719445953e-01 -2.8454776899107053e-16 -9.1826213503353356e-03 8.7061932965610822e-02 -2.2103012369158261e-02 2.0972477956361776e-01 3.3525030954799714e-17 -3.1807279994587152e-16 1.9909075517561287e+03 3 5 7
9.9999999999900002e-01 1.3833560958426776e+00 2.5000000000000000e-01 1.0000000000000000e+00 2.6180000000000000e+03 7.7877647632661667e-02 1.8761598962046122e-01 4.0951668763821593e-16 -9.1824938730892987e-03 8.7060141505749686e-02 -2.2102503995858329e-02 2.0971849361631692e-01 -4.8247522357081075e-17 4.5776420999529109e-16 2.0096177011802793e+03 3 5 8
9.8999999999999999e-01 1.8185873785982893e+00 3.0000000000000004e-01 1.0000000000000000e+00 2.6730000000000000e+03 6.9844420602521176e-02 2.1129599113602096e-01 5.4788844624690983e-16 -5.6358482589755256e-03 7.5480268861496821e-02 -1.6876302225414412e-02 2.2817229336143399e-01 -4.3709155382761989e-17 5.9159760162966152e-16 4.0222497521620244e+02 3 6 0
9.9943765867480960e-01 1.5238890040876014e+00 3.0000000000000004e-01 1.0000000000000000e+00 2.6920000000000000e+03 8.2442005869106286e-02 2.1140434214537143e-01 -3.9383535167127199e-16 -8.7231292475200336e-03 9.1165135116625481e-02 -2.2266319463239839e-02 2.3367066160860842e-01 4.1489852654272460e-17 -4.3532520432554053e-16 1.0995131850456819e+03 3 6 1
