# spin p0 e0 inclination pos Edot_tot Ldot_tot Qdot_tot Edot_hor Edot_inf Ldot_hor Ldot_inf Qdot_hor Qdot_inf elapsed  iu iw iz
9.9999822172058994e-01 1.1305282382970696e+00 1.0000000000000001e-01 1.0000000000000000e+00 9.2100000000000000e+02 -4.2129188585476235e-02 -8.9159835213620531e-02 1.8862004481661867e-16 -8.5574294919370547e-02 4.3445106333894021e-02 -1.8208190996146170e-01 9.2922074747840533e-02 3.8530174710676876e-16 -1.9668170229014861e-16 1.6385838971519843e+03 1 2 3
9.9999990000000005e-01 1.1253414882873409e+00 1.0000000000000001e-01 1.0000000000000000e+00 8.9500000000000000e+02 -5.9259288887754072e-02 -1.2320447523109067e-01 -3.9474616167658154e-17 -9.7665056812934178e-02 3.8405767925180273e-02 -2.0486067908234845e-01 8.1656203851258768e-02 -6.5057996865025477e-17 2.5583380697367301e-17 4.6199882739349268e+03 1 2 4
9.9999999437658671e-01 1.1241004257802862e+00 1.0000000000000001e-01 1.0000000000000000e+00 9.0500000000000000e+02 3.3713361335007477e-02 7.1831335853530756e-02 5.6313172365010497e-17 -4.9037233056675395e-03 3.8617084640674641e-02 -1.0468394317795985e-02 8.2299730171325594e-02 -8.2089566179092265e-18 6.4522128982918674e-17 5.2206156077131163e+03 1 2 5
9.9999999968377229e-01 1.1238054744485346e+00 1.0000000000000001e-01 1.0000000000000000e+00 9.1500000000000000e+02 3.3522511454758500e-02 7.1422159223159379e-02 -6.4407540013862918e-17 -4.8743906639147879e-03 3.8396902118672215e-02 -1.0402424188540930e-02 8.1824583411697918e-02 9.3843465475974864e-18 -7.3791886561458289e-17 6.6391704601489473e+03 1 2 6
9.9999999998221722e-01 1.1237354936337107e+00 1.0000000000000001e-01 1.0000000000000000e+00 9.2500000000000000e+02 3.3380645012906128e-02 7.1099306095001452e-02 -8.7311311859818698e-17 -4.8665896048715436e-03 3.8247234617776918e-02 -1.0384505953972573e-02 8.1483812048972717e-02 1.2754341165202876e-17 -1.0006565302501989e-16 6.3550833714019973e+03 1 2 7
9.9999999999900002e-01 1.1237188967852061e+00 1.0000000000000001e-01 1.0000000000000000e+00 9.3500000000000000e+02 3.3246485177341960e-02 7.0798079853175780e-02 6.1925400344044901e-17 -4.8648128467122581e-03 3.8111298024053400e-02 -1.0380313076098822e-02 8.1178392929272578e-02 -9.0750884411064403e-18 7.1000488785150809e-17 4.7790795721327886e+03 1 2 8
9.8999999999999999e-01 1.5772983821063158e+00 1.5000000000000002e-01 1.0000000000000000e+00 9.9000000000000000e+02 8.6263243049754398e-02 2.4258079212237260e-01 -3.4593593163620372e-16 -7.8354678915030750e-03 9.4098710941257602e-02 -2.1996252506457998e-02 2.6457704462882631e-01 3.1380039477625026e-17 -3.7731597111382764e-16 2.7765704188682139e+02 1 3 0
9.9943765867480960e-01 1.2750244526615964e+00 1.5000000000000002e-01 1.0000000000000000e+00 9.9100000000000000e+02 7.6079614802801176e-02 1.7705246102172661e-01 -4.3797638907941252e-16 -9.6802337735973354e-03 8.5759848576397721e-02 -2.2543671190463868e-02 1.9959613221218767e-01 5.5769519388875489e-17 -4.9374590846828074e-16 9.0722722584987059e+02 1 3 1
9.9996837722339826e-01 1.1986347510077622e+00 1.5000000000000002e-01 1.0000000000000000e+00 1.0010000000000000e+03 -5.6166857787801018e-03 -1.1951121319150968e-02 9.2082008099036359e-18 -6.2013140697799826e-02 5.6396454919019096e-02 -1.3570617501892085e-01 1.2375505369976980e-01 1.0416815538029376e-16 -9.4959954570389854e-17 1.1392013949069660e+03 1 3 2
9.9999822172058994e-01 1.1796943978542305e+00 1.5000000000000002e-01 1.0000000000000000e+00 9.7500000000000000e+02 3.9240370044400501e-02 8.5196638541218644e-02 -5.8243590856059817e-17 -5.4277166641810521e-03 4.4668086708580600e-02 -1.1808047845741933e-02 9.7004686386958486e-02 8.0772628706882446e-18 -6.6320853726746037e-17 4.5241260712190997e+03 1 3 3
